run_id,framework,dataset,strategy,partition_strategy,clients,rounds,samples_per_client,alpha,shards_per_client,epochs,final_accuracy,final_loss,final_accuracy_std,final_worst_client_accuracy,fairness_gap,wall_clock_time_seconds,avg_cpu_usage_percent,avg_peak_memory_mb,avg_compute_time_seconds,avg_comm_size_mb,avg_aggregation_time_sec,started_at,completed_at,n_rounds_logged
fedml-cifar100-aug24_2118-4a25,fedml,cifar100,FedAvg,iid,2,10,2000,,,3,0.1825,7.816439253943307,0.0175,0.165,0.017499999999999988,51.34,33.505,765.22109375,3.482775866985321,6.3966217041015625,0.0,2026-08-24 21:18:12.723158,2026-08-24 21:19:13.219357,10
fedml-cifar100-aug24_2119-c27c,fedml,cifar100,FedAvg,iid,2,15,2000,,,3,0.21,9.563034091676984,0.02,0.19,0.01999999999999999,72.1,33.339999999999996,772.9013020833333,3.530163788795471,6.3966217041015625,0.0,2026-08-24 21:19:27.776454,2026-08-24 21:20:48.905384,15
fedml-cifar100-aug24_2120-fc3c,fedml,cifar100,FedAvg,iid,5,5,2000,,,3,0.197,3.755544914518084,0.0229,0.175,0.02200000000000002,42.77,35.864,757.5496875,4.020244798660278,6.3966217041015625,0.002,2026-08-24 21:20:57.833517,2026-08-24 21:21:49.516405,5
fedml-cifar100-aug24_2121-f57d,fedml,cifar100,FedAvg,iid,5,10,2000,,,3,0.236,4.9766138076782225,0.0231,0.2,0.035999999999999976,64.41,35.961999999999996,770.2490625,3.831057782173157,6.3966217041015625,0.0,2026-08-24 21:21:57.878889,2026-08-24 21:23:11.182725,10
fedml-cifar100-aug24_2123-27e6,fedml,cifar100,FedAvg,iid,5,15,2000,,,3,0.247,6.048672478539602,0.0172,0.23,0.016999999999999987,92.02,37.27466666666667,780.8344270833334,4.2880159155527755,6.3966217041015625,0.0,2026-08-24 21:23:12.933684,2026-08-24 21:24:54.081870,15
fedml-cifar100-aug24_2124-19d6,fedml,cifar100,FedAvg,iid,8,5,2000,,,3,0.185,3.7143265392099107,0.0274,0.14,0.044999999999999984,47.9,36.79999999999999,758.1611328125,4.213913607597351,6.3966217041015625,0.0,2026-08-24 21:24:58.006465,2026-08-24 21:25:55.261794,5
fedml-cifar100-aug24_2125-fbae,fedml,cifar100,FedAvg,iid,8,10,2000,,,3,0.218125,4.474516625915255,0.0184,0.185,0.033125000000000016,73.63,38.47500000000001,769.7291015625,4.123731544613838,6.3966217041015625,0.0,2026-08-24 21:25:58.056993,2026-08-24 21:27:20.521668,10
fedml-cifar100-aug24_2127-a4a7,fedml,cifar100,FedAvg,iid,8,15,2000,,,3,0.23,5.2392289723668775,0.0211,0.19,0.04000000000000001,99.64,38.49583333333333,775.0284505208333,4.337537360191345,6.3966217041015625,0.0006666666666666666,2026-08-24 21:27:28.122516,2026-08-24 21:29:16.997295,15
fedml-cifar100-aug24_2129-55d7,fedml,cifar100,FedAvg,iid,2,5,4000,,,3,0.2325,4.356346992345957,0.01,0.2225,0.010000000000000009,49.94,35.36,765.82578125,6.949439573287964,6.3966217041015625,0.0,2026-08-24 21:29:28.206644,2026-08-24 21:30:27.268677,5
fedml-cifar100-aug24_2130-3bc7,fedml,cifar100,FedAvg,iid,2,10,4000,,,3,0.2425,7.1745516153482285,0.0175,0.225,0.017499999999999988,89.51,33.760000000000005,782.7361328125,6.939857316017151,6.3966217041015625,0.0,2026-08-24 21:30:28.249764,2026-08-24 21:32:06.686508,10
fedml-cifar100-aug24_2132-7df1,fedml,cifar100,FedAvg,iid,2,15,4000,,,3,0.23125,8.764489027170034,0.0312,0.2,0.03125,144.57,34.18999999999999,786.4377604166667,8.032897965113323,6.3966217041015625,0.0,2026-08-24 21:32:13.312127,2026-08-24 21:34:46.921539,15
fedml-cifar100-aug24_2134-cb07,fedml,cifar100,FedAvg,iid,5,5,4000,,,3,0.2575,3.46476557804988,0.0248,0.215,0.04250000000000001,64.55,35.11599999999999,772.17609375,8.276126852035523,6.3966217041015625,0.002,2026-08-24 21:34:58.400578,2026-08-24 21:36:12.103221,5
fedml-cifar100-aug24_2136-a70f,fedml,cifar100,FedAvg,iid,5,10,4000,,,3,0.2865,4.708913208888128,0.038,0.2175,0.06899999999999998,108.99,36.45,782.402109375,7.647866191864014,6.3966217041015625,0.001,2026-08-24 21:36:13.453958,2026-08-24 21:38:11.669758,10
fedml-cifar100-aug24_2138-232d,fedml,cifar100,FedAvg,iid,5,15,4000,,,3,0.3095,5.506187233558069,0.0279,0.2625,0.046999999999999986,151.98,37.46799999999998,789.6415625,7.477180534998576,6.3966217041015625,0.0,2026-08-24 21:38:13.526963,2026-08-24 21:40:54.645442,15
fedml-cifar100-aug24_2140-885e,fedml,cifar100,FedAvg,iid,8,5,4000,,,3,0.265,3.363022976196729,0.017,0.24,0.025000000000000022,72.19,37.24249999999999,771.23486328125,8.015399712324143,6.3966217041015625,0.0,2026-08-24 21:40:58.626130,2026-08-24 21:42:19.993930,5
fedml-cifar100-aug24_2142-a5ec,fedml,cifar100,FedAvg,iid,8,10,4000,,,3,0.30375,4.303077991192158,0.0289,0.27,0.03375,123.36,38.99500000000002,783.9810546875,8.495443165302277,6.3966217041015625,0.0,2026-08-24 21:42:28.690457,2026-08-24 21:44:41.072929,10
fedml-cifar100-aug24_2144-5b88,fedml,cifar100,FedAvg,iid,8,15,4000,,,3,0.3271875,5.020717331996331,0.0179,0.2925,0.03468750000000004,173.93,38.79416666666667,793.3306315104167,8.299713712930679,6.3966217041015625,0.0006666666666666666,2026-08-24 21:44:43.777872,2026-08-24 21:47:46.810916,15
fedml-cifar100-aug24_2229-7a6c,fedml,cifar100,FedAvg,shard,5,10,2000,,2.0,3,0.469,2.321341620172773,0.0371,0.4,0.06899999999999995,69.05,53.662,771.934765625,4.264212183952331,6.3966217041015625,0.0,2026-08-24 22:29:30.570372,2026-08-24 22:30:48.749749,10
fedml-cifar100-aug24_2231-6fc0,fedml,cifar100,FedAvg,dirichlet,5,10,2000,0.5,,3,0.307,4.1187567642756875,0.0266,0.28,0.02699999999999997,66.38,53.52399999999999,768.266015625,4.2092216682434085,6.3966217041015625,0.0,2026-08-24 22:31:30.647163,2026-08-24 22:32:46.366094,10
fedml-cifar100-aug24_2255-1856,fedml,cifar100,FedProx,iid,5,10,2000,,,3,0.198,4.092568336214338,0.026,0.155,0.04300000000000001,76.45,53.722,780.87328125,5.139711713790893,6.3966217041015625,0.0,2026-08-24 22:55:43.809500,2026-08-24 22:57:09.698197,10
fedml-cifar100-aug24_2257-9da2,fedml,cifar100,FedProx,shard,5,10,2000,,2.0,3,0.468,2.009661650657654,0.0514,0.37,0.09800000000000003,78.99,53.76,777.60671875,5.533493633270264,6.3966217041015625,0.0,2026-08-24 22:57:13.935165,2026-08-24 22:58:42.242102,10
fedml-cifar100-aug24_2258-ec0c,fedml,cifar100,FedProx,dirichlet,5,10,2000,0.5,,3,0.289,3.6357876164572582,0.0402,0.23,0.05899999999999997,73.75,52.87599999999998,782.81921875,4.827045927047729,6.3966217041015625,0.0,2026-08-24 22:58:43.994343,2026-08-24 23:00:07.298897,10
fedml-femnist-aug24_2147-286e,fedml,femnist,FedAvg,iid,2,5,1000,,,3,0.69,1.4194396436214447,0.02,0.67,0.019999999999999907,28.0,32.06,935.82734375,1.5149549961090087,6.320060729980469,0.0,2026-08-24 21:47:58.898157,2026-08-24 21:48:35.724683,5
fedml-femnist-aug24_2148-8285,fedml,femnist,FedAvg,iid,2,10,1000,,,3,0.72,1.7337611764669418,0.04,0.68,0.039999999999999925,35.19,33.36999999999999,957.412890625,1.4635446071624756,6.320060729980469,0.0,2026-08-24 21:48:43.933826,2026-08-24 21:49:28.127802,10
fedml-femnist-aug24_2149-ccc3,fedml,femnist,FedAvg,iid,2,15,1000,,,3,0.76,1.9769890531897545,0.0,0.76,0.0,45.4,3.35,966.5361979166667,1.5157397508621215,6.320060729980469,0.0,2026-08-24 21:49:28.973291,2026-08-24 21:50:23.525633,15
fedml-femnist-aug24_2150-fd7e,fedml,femnist,FedAvg,iid,5,5,1000,,,3,0.68,1.115695820748806,0.0529,0.61,0.07000000000000006,34.52,13.711999999999996,949.3915625,1.6149240398406983,6.320060729980469,0.0,2026-08-24 21:50:29.021221,2026-08-24 21:51:12.396658,5
fedml-femnist-aug24_2151-50cc,fedml,femnist,FedAvg,iid,5,10,1000,,,3,0.714,1.067734445631504,0.0531,0.65,0.06399999999999995,46.35,54.04399999999999,953.523515625,1.663675627708435,6.320060729980469,0.0,2026-08-24 21:51:14.062919,2026-08-24 21:52:09.540800,10
fedml-femnist-aug24_2152-f3bd,fedml,femnist,FedAvg,iid,5,15,1000,,,3,0.72,1.1445063412189485,0.051,0.64,0.07999999999999996,53.36,54.50800000000001,974.99546875,1.6028889433542888,6.320060729980469,0.0,2026-08-24 21:52:14.113606,2026-08-24 21:53:17.033415,15
fedml-femnist-aug24_2153-db83,fedml,femnist,FedAvg,iid,8,5,1000,,,3,0.70125,1.1539098280481994,0.0362,0.64,0.06125000000000003,42.61,55.67499999999999,947.730859375,1.7863201916217804,6.320060729980469,0.0,2026-08-24 21:53:29.178229,2026-08-24 21:54:21.023895,5
fedml-femnist-aug24_2154-6bc7,fedml,femnist,FedAvg,iid,8,10,1000,,,3,0.74375,0.9878430902026594,0.0229,0.71,0.03375000000000006,52.4,56.79875000000002,960.345263671875,1.8479295194149017,6.320060729980469,0.001,2026-08-24 21:54:29.229223,2026-08-24 21:55:30.733608,10
fedml-femnist-aug24_2155-8d29,fedml,femnist,FedAvg,iid,8,15,1000,,,3,0.76375,1.0161643571627792,0.0234,0.72,0.04375000000000007,65.68,57.399166666666666,964.8415690104167,1.8560704211393992,6.320060729980469,0.0,2026-08-24 21:55:44.285493,2026-08-24 21:56:59.227510,15
fedml-femnist-aug24_2156-0615,fedml,femnist,FedAvg,iid,2,5,2000,,,3,0.8175,0.7563357299992016,0.0025,0.815,0.0025000000000000577,36.4,50.959999999999994,939.2296875,3.387478256225586,6.320060729980469,0.0,2026-08-24 21:56:59.346123,2026-08-24 21:57:44.927167,5
fedml-femnist-aug24_2157-d878,fedml,femnist,FedAvg,iid,2,10,2000,,,3,0.78,1.0371871239372663,0.005,0.775,0.0050000000000000044,54.28,51.00999999999999,953.9041015625,3.237714183330536,6.320060729980469,0.0,2026-08-24 21:57:59.386428,2026-08-24 21:59:02.746798,10
fedml-femnist-aug24_2159-b0b5,fedml,femnist,FedAvg,iid,2,15,2000,,,3,0.78,1.2939454285161835,0.01,0.77,0.010000000000000009,86.38,51.03666666666667,965.990234375,4.020281076431274,6.320060729980469,0.0,2026-08-24 21:59:14.433298,2026-08-24 22:00:50.231547,15
fedml-femnist-aug24_2200-4812,fedml,femnist,FedAvg,iid,5,5,2000,,,3,0.752,0.9218451270035337,0.0293,0.7,0.052000000000000046,45.39,54.11600000000001,938.96875,3.50857892036438,6.320060729980469,0.0,2026-08-24 22:00:59.497506,2026-08-24 22:01:53.857343,5
fedml-femnist-aug24_2201-3b9e,fedml,femnist,FedAvg,iid,5,10,2000,,,3,0.77,1.0384996908051627,0.0158,0.755,0.015000000000000013,68.4,54.29200000000001,960.82078125,3.873267107009888,6.320060729980469,0.001,2026-08-24 22:01:59.543147,2026-08-24 22:03:17.228986,10
fedml-femnist-aug24_2203-0101,fedml,femnist,FedAvg,iid,5,15,2000,,,3,0.786,1.1917432065520968,0.0244,0.755,0.031000000000000028,88.58,54.21200000000001,965.3701041666667,3.5641642570495606,6.320060729980469,0.0,2026-08-24 22:03:29.600638,2026-08-24 22:05:07.557608,15
fedml-femnist-aug24_2205-1032,fedml,femnist,FedAvg,iid,8,5,2000,,,3,0.77125,0.8453864670757737,0.0225,0.74,0.03125,52.74,57.019999999999996,950.79599609375,3.652059334516525,6.320060729980469,0.0,2026-08-24 22:05:14.668848,2026-08-24 22:06:16.617337,5
fedml-femnist-aug24_2206-3ce5,fedml,femnist,FedAvg,iid,8,10,2000,,,3,0.78875,0.8491773730409997,0.0145,0.77,0.018749999999999933,74.49,57.455000000000005,962.183251953125,3.8003446459770203,6.320060729980469,0.0,2026-08-24 22:06:29.723176,2026-08-24 22:07:53.421638,10
fedml-femnist-aug24_2207-3a49,fedml,femnist,FedAvg,iid,8,15,2000,,,3,0.80625,0.9154410885114755,0.0147,0.785,0.02124999999999999,96.08,57.34500000000001,967.69580078125,3.636571282148361,6.320060729980469,0.0,2026-08-24 22:07:59.787185,2026-08-24 22:09:45.412488,15
fedml-femnist-aug24_2209-1407,fedml,femnist,FedAvg,iid,2,5,4000,,,3,0.78375,0.8258148695413883,0.0113,0.7725,0.011249999999999982,55.13,50.55,941.855078125,6.56838059425354,6.320060729980469,0.0,2026-08-24 22:09:59.871781,2026-08-24 22:11:04.184586,5
fedml-femnist-aug24_2211-b2c1,fedml,femnist,FedAvg,iid,2,10,4000,,,3,0.78125,1.2163181866590793,0.0062,0.775,0.006249999999999978,100.69,50.760000000000005,954.983203125,7.000287675857544,6.320060729980469,0.0,2026-08-24 22:11:14.920166,2026-08-24 22:13:04.835519,10
fedml-femnist-aug24_2213-d55a,fedml,femnist,FedAvg,iid,2,15,4000,,,3,0.7775,1.6063566849781916,0.0125,0.765,0.012499999999999956,127.78,50.910000000000004,977.1407552083333,6.728874540328979,6.320060729980469,0.0,2026-08-24 22:13:14.987333,2026-08-24 22:15:32.083959,15
fedml-femnist-aug24_2215-2326,fedml,femnist,FedAvg,iid,5,5,4000,,,3,0.7845,0.7699059493266618,0.027,0.745,0.03949999999999998,67.03,53.788000000000004,946.1915625,7.1268724346160885,6.320060729980469,0.0,2026-08-24 22:15:45.068932,2026-08-24 22:17:01.531884,5
fedml-femnist-aug24_2217-a828,fedml,femnist,FedAvg,iid,5,10,4000,,,3,0.8035,0.9254847973585129,0.0171,0.7775,0.026000000000000023,109.68,54.507999999999996,964.363359375,7.44153678894043,6.320060729980469,0.0,2026-08-24 22:17:15.125780,2026-08-24 22:19:14.134721,10
fedml-femnist-aug24_2219-3340,fedml,femnist,FedAvg,iid,5,15,4000,,,3,0.8115,1.0894808505590148,0.0176,0.7825,0.029000000000000026,156.79,54.43600000000001,970.7225520833333,7.448314660390218,6.320060729980469,0.0006666666666666666,2026-08-24 22:19:15.192579,2026-08-24 22:22:01.574072,15
fedml-femnist-aug24_2222-db95,fedml,femnist,FedAvg,iid,8,5,4000,,,3,0.7921875,0.6799730207914343,0.0166,0.77,0.022187500000000027,73.05,56.25,947.1396484375,7.271513235569,6.320060729980469,0.0,2026-08-24 22:22:15.290604,2026-08-24 22:23:37.600531,5
fedml-femnist-aug24_2223-39a8,fedml,femnist,FedAvg,iid,8,10,4000,,,3,0.813125,0.6846294336450788,0.0152,0.795,0.018124999999999947,116.68,57.27625000000002,960.146337890625,7.324721324443817,6.320060729980469,0.0,2026-08-24 22:23:45.347737,2026-08-24 22:25:51.434918,10
fedml-femnist-aug24_2226-9f8e,fedml,femnist,FedAvg,iid,8,15,4000,,,3,0.8203125,0.7929186637584981,0.0135,0.805,0.015312499999999951,157.78,57.11083333333332,974.1734700520833,6.9150631388028465,6.320060729980469,0.0006666666666666666,2026-08-24 22:26:00.431341,2026-08-24 22:28:47.427939,15
flower-cifar100-aug23_1205-9173,flower,cifar100,FedAvg,iid,2,5,500,,,3,0.05,5.364584028720856,0.03,0.02,0.030000000000000002,36.81,1.51,646.86953125,1.4532416105270385,6.3966217041015625,0.012493515014648437,2026-08-23 12:05:53.109524,2026-08-23 12:06:43.629561,5
flower-cifar100-aug23_1206-7ba0,flower,cifar100,FedAvg,iid,2,10,500,,,3,0.14,7.420739769935608,0.0,0.14,0.0,67.8,1.295,677.146484375,1.4666256308555603,6.3966217041015625,0.012586474418640137,2026-08-23 12:06:53.174035,2026-08-23 12:08:15.616299,10
flower-cifar100-aug23_1208-bb11,flower,cifar100,FedAvg,iid,2,15,500,,,3,0.16,8.737963557243347,0.02,0.14,0.01999999999999999,96.09,1.1566666666666667,656.5666666666667,1.3859896898269652,6.3966217041015625,0.011892223358154297,2026-08-23 12:08:23.259902,2026-08-23 12:10:13.920455,15
flower-cifar100-aug23_1210-e0c7,flower,cifar100,FedAvg,iid,5,5,500,,,3,0.112,4.098825740814209,0.0271,0.08,0.032,72.23,1.4520000000000004,668.4590625,1.4057779121398926,6.3966217041015625,0.023087453842163087,2026-08-23 12:10:23.369961,2026-08-23 12:11:50.344274,5
flower-cifar100-aug23_1211-9262,flower,cifar100,FedAvg,iid,5,10,500,,,3,0.136,4.606819343566895,0.048,0.08,0.05600000000000001,134.25,1.2840000000000003,682.36859375,1.4368503952026368,6.3966217041015625,0.019370555877685547,2026-08-23 12:11:53.454525,2026-08-23 12:14:21.878951,10
flower-cifar100-aug23_1214-c851,flower,cifar100,FedAvg,iid,5,15,500,,,3,0.172,5.5600604057312015,0.0614,0.06,0.11199999999999999,196.76,1.1733333333333338,680.333125,1.3372740332285564,6.3966217041015625,0.019388834635416668,2026-08-23 12:14:23.594373,2026-08-23 12:17:54.592455,15
flower-cifar100-aug23_1218-f15a,flower,cifar100,FedAvg,iid,8,5,500,,,3,0.13,3.9055982381105423,0.0283,0.08,0.05,107.78,1.6275000000000006,673.035546875,1.5046373069286347,6.3966217041015625,0.031201982498168947,2026-08-23 12:18:03.799753,2026-08-23 12:20:06.039880,5
flower-cifar100-aug23_1220-ef9c,flower,cifar100,FedAvg,iid,8,10,500,,,3,0.145,4.144606664776802,0.0296,0.08,0.06499999999999999,203.01,1.345,684.486865234375,1.436450657248497,6.3966217041015625,0.03121504783630371,2026-08-23 12:20:13.926150,2026-08-23 12:23:50.909545,10
flower-cifar100-aug23_1223-a961,flower,cifar100,FedAvg,iid,8,15,500,,,3,0.175,4.4179814755916595,0.0278,0.12,0.05499999999999999,304.04,1.283333333333332,684.29453125,1.46247488061587,6.3966217041015625,0.0290617307027181,2026-08-23 12:23:54.137806,2026-08-23 12:29:12.530092,15
flower-cifar100-aug23_1229-a1c3,flower,cifar100,FedAvg,iid,2,5,1000,,,3,0.175,4.847807943820953,0.005,0.17,0.004999999999999977,47.53,1.5399999999999998,678.8140625,3.0038313388824465,6.3966217041015625,0.016222715377807617,2026-08-23 12:29:14.456833,2026-08-23 12:30:16.149259,5
flower-cifar100-aug23_1230-aa2a,flower,cifar100,FedAvg,iid,2,10,1000,,,3,0.12,8.106047928333282,0.0,0.12,0.0,86.53,1.3299999999999998,671.152734375,2.9358290791511537,6.3966217041015625,0.013176751136779786,2026-08-23 12:30:24.526098,2026-08-23 12:32:05.028299,10
flower-cifar100-aug23_1232-a13d,flower,cifar100,FedAvg,iid,2,15,1000,,,3,0.115,9.428623676300049,0.015,0.1,0.015,122.24,1.3300000000000005,668.602734375,2.85351144472758,6.3966217041015625,0.011277596155802408,2026-08-23 12:32:14.624045,2026-08-23 12:34:30.907642,15
flower-cifar100-aug23_1234-e5fe,flower,cifar100,FedAvg,iid,5,5,1000,,,3,0.184,3.556122434139252,0.0215,0.15,0.034,81.72,1.8159999999999996,685.55953125,2.9245738697052004,6.3966217041015625,0.024421119689941408,2026-08-23 12:34:34.747126,2026-08-23 12:36:10.768869,5
flower-cifar100-aug23_1236-a314,flower,cifar100,FedAvg,iid,5,10,1000,,,3,0.208,4.261803507804871,0.0299,0.15,0.057999999999999996,152.13,1.6280000000000001,690.857265625,2.826889352798462,6.3966217041015625,0.021783947944641113,2026-08-23 12:36:14.843044,2026-08-23 12:39:01.367892,10
flower-cifar100-aug23_1239-65ee,flower,cifar100,FedAvg,iid,5,15,1000,,,3,0.218,5.135929906368256,0.0397,0.17,0.04799999999999999,222.03,1.5120000000000005,688.2884375,2.8178685315450034,6.3966217041015625,0.02299609184265137,2026-08-23 12:39:04.998899,2026-08-23 12:43:01.057003,15
flower-cifar100-aug23_1243-e017,flower,cifar100,FedAvg,iid,8,5,1000,,,3,0.19125,3.4440815187990665,0.0267,0.15,0.04125000000000001,115.69,1.8849999999999998,684.3525390625,2.999463403224945,6.3966217041015625,0.028584861755371095,2026-08-23 12:43:05.218341,2026-08-23 12:45:15.044113,5
flower-cifar100-aug23_1245-fa24,flower,cifar100,FedAvg,iid,8,10,1000,,,3,0.225,3.6837864592671394,0.0312,0.19,0.035,220.95,1.6737499999999994,696.024560546875,2.82904814183712,6.3966217041015625,0.02950413227081299,2026-08-23 12:45:15.341917,2026-08-23 12:49:10.544668,10
flower-cifar100-aug23_1249-2fc2,flower,cifar100,FedAvg,iid,8,15,1000,,,3,0.24375,4.302184138447046,0.032,0.2,0.04374999999999998,325.32,1.621666666666666,699.1986979166667,2.8232899785041807,6.3966217041015625,0.028333600362141928,2026-08-23 12:49:15.567724,2026-08-23 12:54:55.639954,15
flower-cifar100-aug23_1352-0a06,flower,cifar100,FedAvg,iid,2,5,1000,,,3,0.14,4.661939740180969,0.01,0.13,0.010000000000000009,46.26,1.5499999999999996,675.289453125,2.8711293935775757,6.3966217041015625,0.0163114070892334,2026-08-23 13:52:34.725106,2026-08-23 13:53:35.342215,5
flower-cifar100-aug23_1353-9dd9,flower,cifar100,FedAvg,iid,2,10,1000,,,3,0.125,7.865196943283081,0.015,0.11,0.015,86.39,1.3949999999999996,679.33828125,2.9823625087738037,6.3966217041015625,0.012298846244812011,2026-08-23 13:53:49.781945,2026-08-23 13:55:30.882354,10
flower-cifar100-aug23_1355-3c77,flower,cifar100,FedAvg,iid,2,15,1000,,,3,0.12,9.273485481739044,0.01,0.11,0.009999999999999995,120.08,1.326666666666667,675.498828125,2.8793593327204388,6.3966217041015625,0.013874085744222005,2026-08-23 13:55:34.851533,2026-08-23 13:57:48.780042,15
flower-cifar100-aug23_1357-5cf6,flower,cifar100,FedAvg,iid,5,5,1000,,,3,0.164,3.7105210423469543,0.0294,0.12,0.04400000000000001,82.92,1.8639999999999999,682.82015625,2.960843553543091,6.3966217041015625,0.029754257202148436,2026-08-23 13:57:49.935701,2026-08-23 13:59:27.395317,5
flower-cifar100-aug23_1359-1a0e,flower,cifar100,FedAvg,iid,5,10,1000,,,3,0.198,4.480118310451507,0.0299,0.15,0.048000000000000015,154.46,1.608,681.219453125,2.8851979541778565,6.3966217041015625,0.024587607383728026,2026-08-23 13:59:35.011885,2026-08-23 14:02:23.128507,10
flower-cifar100-aug23_1402-2071,flower,cifar100,FedAvg,iid,5,15,1000,,,3,0.23,5.053199023008347,0.0329,0.18,0.05000000000000002,224.14,1.5253333333333339,685.3320833333333,2.8348316192626952,6.3966217041015625,0.020523993174235027,2026-08-23 14:02:35.129837,2026-08-23 14:06:34.231194,15
flower-cifar100-aug23_1406-ebf2,flower,cifar100,FedAvg,iid,8,5,1000,,,3,0.165,3.561569057404995,0.0283,0.13,0.035,116.46,1.8525000000000005,680.619921875,3.0258968114852904,6.3966217041015625,0.031759023666381836,2026-08-23 14:06:35.288683,2026-08-23 14:08:45.751561,5
flower-cifar100-aug23_1408-7c38,flower,cifar100,FedAvg,iid,8,10,1000,,,3,0.21625,3.783662050962448,0.0264,0.17,0.046249999999999986,225.94,1.6812500000000004,704.529931640625,2.9072564482688903,6.3966217041015625,0.02788999080657959,2026-08-23 14:08:50.385822,2026-08-23 14:12:50.534499,10
flower-cifar100-aug23_1413-2566,flower,cifar100,FedAvg,iid,8,15,1000,,,3,0.2475,4.317752957344055,0.0356,0.19,0.057499999999999996,324.13,1.6149999999999998,693.7793294270833,2.7816598494847615,6.3966217041015625,0.030314906438191732,2026-08-23 14:13:05.569083,2026-08-23 14:18:44.160569,15
flower-cifar100-aug23_1418-fbd0,flower,cifar100,FedAvg,iid,2,5,2000,,,3,0.1725,4.6928770031247815,0.0125,0.16,0.012499999999999983,66.2,1.6300000000000001,684.97578125,6.414375853538513,6.3966217041015625,0.01746654510498047,2026-08-23 14:18:50.806106,2026-08-23 14:20:11.670201,5
flower-cifar100-aug23_1420-6c5e,flower,cifar100,FedAvg,iid,2,10,2000,,,3,0.1825,7.376100131443568,0.0125,0.17,0.012499999999999983,117.41,1.5349999999999995,701.8853515625,5.8600804805755615,6.3966217041015625,0.014760136604309082,2026-08-23 14:20:20.872785,2026-08-23 14:22:32.386572,10
flower-cifar100-aug23_1422-fa87,flower,cifar100,FedAvg,iid,2,15,2000,,,3,0.175,8.576899187905449,0.005,0.17,0.004999999999999977,175.51,1.4599999999999995,706.430859375,5.852072771390279,6.3966217041015625,0.013283872604370117,2026-08-23 14:22:35.957992,2026-08-23 14:25:45.887434,15
